race,age,sexe,sterilise,poids,region,freq_soins,cout_moyen
Labrador,9.3,F,1,30.3,Autres,2,374.72
Croisé,4.3,M,0,20.5,Île-de-France,0,686.47
Beagle,9.1,M,1,16.0,Île-de-France,0,407.9
Teckel,4.2,M,1,9.8,Occitanie,1,256.53
Golden Retriever,11.7,F,1,36.2,Hauts-de-France,1,1285.33
Croisé,13.5,M,1,21.6,Occitanie,0,288.27
Croisé,3.1,M,1,24.7,Hauts-de-France,0,102.17
Bouledogue français,12.3,F,1,13.3,Nouvelle-Aquitaine,1,119.41
Husky,5.7,F,1,34.9,Auvergne-Rhône-Alpes,2,523.83
Labrador,11.3,F,1,31.9,Île-de-France,4,618.75
Berger Allemand,12.2,F,1,33.3,Auvergne-Rhône-Alpes,3,44.83
Bouledogue français,1.8,F,1,12.0,Autres,2,180.65
Croisé,13.6,M,1,22.8,Auvergne-Rhône-Alpes,1,505.82
Beagle,2.6,M,1,11.5,Nouvelle-Aquitaine,0,118.15
Caniche,1.2,M,0,9.5,Auvergne-Rhône-Alpes,0,151.48
Berger Allemand,14.6,F,1,38.9,Hauts-de-France,2,1680.24
Caniche,10.7,M,0,11.0,Auvergne-Rhône-Alpes,2,677.25
Beagle,13.6,M,0,15.7,Auvergne-Rhône-Alpes,2,454.87
Bouledogue français,8.7,F,1,9.8,Île-de-France,0,476.01
Berger Allemand,2.2,F,1,38.5,Auvergne-Rhône-Alpes,1,643.21
Husky,2.6,M,1,23.5,Autres,2,295.25
Chihuahua,8.2,F,1,3.2,Auvergne-Rhône-Alpes,3,64.11
Husky,3.9,M,1,21.4,Nouvelle-Aquitaine,1,931.44
Labrador,14.8,M,0,26.2,Nouvelle-Aquitaine,1,452.45
Labrador,5.1,F,0,32.9,Occitanie,1,978.47
Rottweiler,1.8,F,0,37.4,Autres,1,389.95
Husky,5.9,F,1,22.0,Île-de-France,1,472.67
Teckel,1.3,F,1,6.6,Occitanie,2,174.15
Berger Allemand,11.0,M,0,39.2,Nouvelle-Aquitaine,2,446.34
Labrador,11.7,F,0,31.9,Hauts-de-France,3,535.27
Caniche,2.0,M,0,8.7,Autres,5,88.2
Husky,0.7,M,1,31.2,Hauts-de-France,1,410.14
Beagle,7.5,F,0,13.2,Autres,1,270.04
Beagle,14.1,M,1,14.2,Nouvelle-Aquitaine,1,259.79
Golden Retriever,7.7,F,1,30.2,Autres,2,191.93
Rottweiler,6.3,M,0,48.7,Occitanie,1,736.88
Golden Retriever,2.0,F,1,33.8,Hauts-de-France,1,141.31
Yorkshire,7.8,M,0,3.5,Hauts-de-France,2,120.17
Labrador,1.3,F,1,30.8,Hauts-de-France,1,253.13
Teckel,8.4,M,1,6.9,Nouvelle-Aquitaine,4,158.5
Croisé,14.5,M,1,23.9,Île-de-France,2,295.08
Berger Allemand,12.9,M,0,37.7,Nouvelle-Aquitaine,2,336.27
Labrador,3.8,F,0,27.2,Hauts-de-France,0,498.3
Husky,5.3,M,1,32.0,Nouvelle-Aquitaine,0,47.36
Berger Allemand,14.8,M,0,30.8,Nouvelle-Aquitaine,2,472.19
Husky,13.3,M,1,34.5,Occitanie,0,877.1
Beagle,5.0,F,1,13.3,Île-de-France,0,215.58
Chihuahua,9.4,M,0,3.1,Occitanie,0,82.92
Teckel,5.9,F,1,9.2,Nouvelle-Aquitaine,1,51.92
Berger Allemand,13.7,M,0,38.4,Autres,1,700.41
Berger Allemand,6.9,F,0,41.9,Île-de-France,1,563.2
Beagle,9.1,M,0,17.3,Autres,3,165.38
Golden Retriever,1.3,F,0,27.0,Île-de-France,0,299.82
Golden Retriever,11.7,M,1,22.3,Occitanie,4,421.82
Beagle,9.2,M,1,14.9,Nouvelle-Aquitaine,2,464.88
Berger Allemand,3.0,F,1,41.7,Île-de-France,1,255.73
Labrador,7.5,M,0,29.2,Île-de-France,2,198.6
Beagle,1.0,F,0,12.8,Occitanie,0,196.37
Teckel,6.3,M,1,7.6,Île-de-France,0,335.04
Teckel,6.9,F,1,9.4,Nouvelle-Aquitaine,1,152.5
Husky,2.0,F,0,30.2,Nouvelle-Aquitaine,1,552.65
Husky,5.7,M,1,32.7,Hauts-de-France,3,403.77
Beagle,4.9,F,1,15.0,Hauts-de-France,0,720.61
Rottweiler,2.6,F,1,39.9,Hauts-de-France,2,1090.93
Rottweiler,2.7,F,1,39.6,Occitanie,1,457.28
Husky,13.1,M,1,29.0,Auvergne-Rhône-Alpes,2,1128.54
Yorkshire,4.5,F,1,4.4,Île-de-France,1,274.67
Yorkshire,8.1,F,1,4.8,Hauts-de-France,2,311.92
Berger Allemand,3.6,M,1,35.7,Auvergne-Rhône-Alpes,0,24.49
Berger Allemand,13.6,M,1,35.5,Autres,0,1410.23
Yorkshire,4.2,F,0,3.1,Nouvelle-Aquitaine,4,291.38
Teckel,11.3,F,1,6.5,Auvergne-Rhône-Alpes,3,68.46
Beagle,4.1,F,1,17.6,Auvergne-Rhône-Alpes,0,600.16
Bouledogue français,4.2,M,1,9.6,Autres,2,49.32
Yorkshire,6.7,F,1,3.8,Nouvelle-Aquitaine,2,239.04
Golden Retriever,6.2,F,0,31.8,Occitanie,2,672.44
Labrador,14.1,M,1,30.0,Auvergne-Rhône-Alpes,4,478.5
Chihuahua,12.3,F,1,2.6,Auvergne-Rhône-Alpes,4,195.72
Beagle,4.7,F,0,12.9,Occitanie,0,256.68
Teckel,1.4,F,1,7.0,Nouvelle-Aquitaine,0,453.52
Croisé,0.6,M,1,20.4,Île-de-France,1,185.01
Bouledogue français,2.5,M,0,11.3,Nouvelle-Aquitaine,0,340.87
Beagle,0.6,M,1,12.3,Nouvelle-Aquitaine,2,156.68
Chihuahua,11.2,M,0,2.9,Nouvelle-Aquitaine,2,73.16
Teckel,4.0,F,0,9.8,Hauts-de-France,1,72.79
Yorkshire,14.0,M,0,3.9,Occitanie,1,281.08
Berger Allemand,11.4,M,1,26.5,Île-de-France,2,1118.07
Husky,13.7,M,1,31.1,Occitanie,1,194.69
Labrador,6.4,M,1,25.6,Auvergne-Rhône-Alpes,0,197.66
Golden Retriever,12.8,F,0,31.7,Autres,1,277.48
Husky,6.7,F,1,26.2,Île-de-France,0,65.43
Yorkshire,7.7,F,1,4.4,Occitanie,3,251.07
Yorkshire,8.0,F,0,4.5,Auvergne-Rhône-Alpes,1,197.15
Berger Allemand,14.8,M,0,35.9,Autres,2,718.04
Caniche,0.7,F,1,11.7,Occitanie,1,121.07
Bouledogue français,0.7,F,1,13.8,Hauts-de-France,1,98.34
Teckel,3.0,F,1,6.8,Occitanie,1,64.52
Labrador,12.0,M,0,33.5,Île-de-France,1,773.78
Bouledogue français,14.4,F,1,13.5,Nouvelle-Aquitaine,2,261.01
Rottweiler,14.4,M,0,53.8,Île-de-France,3,1124.59
Rottweiler,8.4,F,0,33.2,Occitanie,2,123.27
Golden Retriever,4.0,F,1,29.3,Auvergne-Rhône-Alpes,2,273.53
Bouledogue français,8.5,F,0,13.8,Autres,3,361.94
Rottweiler,12.0,M,1,48.1,Nouvelle-Aquitaine,3,513.4
Berger Allemand,3.6,M,0,32.7,Occitanie,1,318.87
Bouledogue français,9.4,M,0,12.4,Île-de-France,1,170.49
Bouledogue français,7.2,M,1,14.1,Autres,0,253.73
Caniche,11.7,M,1,9.8,Occitanie,3,367.62
Golden Retriever,9.7,F,1,32.0,Île-de-France,3,1275.54
Chihuahua,11.8,F,1,3.3,Île-de-France,1,439.23
Chihuahua,14.8,F,0,3.5,Île-de-France,0,852.62
Golden Retriever,10.3,M,0,29.2,Île-de-France,1,405.3
Labrador,4.1,F,1,39.0,Nouvelle-Aquitaine,2,249.47
Golden Retriever,11.8,M,1,33.0,Auvergne-Rhône-Alpes,0,61.45
Croisé,14.8,F,1,17.3,Autres,1,158.58
Teckel,2.0,F,1,7.4,Île-de-France,1,456.46
Beagle,4.5,F,1,13.1,Occitanie,0,1414.93
Berger Allemand,13.5,M,1,26.0,Île-de-France,3,368.4
Berger Allemand,11.5,F,0,30.2,Autres,3,696.78
Beagle,13.8,M,1,14.8,Autres,0,342.67
Yorkshire,7.8,F,1,3.5,Île-de-France,2,90.56
Beagle,8.4,F,1,14.4,Autres,0,287.7
Berger Allemand,13.2,M,0,28.5,Autres,8,1344.81
Bouledogue français,2.2,M,1,9.1,Occitanie,3,254.57
Rottweiler,4.2,F,0,46.5,Autres,1,820.07
Yorkshire,11.2,M,0,4.5,Occitanie,1,161.43
Teckel,4.0,F,0,7.8,Île-de-France,2,22.67
Berger Allemand,13.1,F,0,38.7,Occitanie,8,661.48
Berger Allemand,12.6,M,0,33.1,Hauts-de-France,0,250.76
Chihuahua,5.9,F,0,3.3,Auvergne-Rhône-Alpes,1,204.47
Bouledogue français,9.4,M,1,10.8,Hauts-de-France,2,68.64
Berger Allemand,14.2,M,1,31.3,Nouvelle-Aquitaine,2,296.29
Croisé,7.5,M,1,21.2,Autres,3,627.03
Husky,12.7,F,0,19.7,Auvergne-Rhône-Alpes,2,221.71
Teckel,6.5,F,1,7.5,Autres,0,264.76
Berger Allemand,4.3,M,0,29.4,Occitanie,0,1148.99
Labrador,7.3,M,1,34.8,Autres,2,753.48
Bouledogue français,0.5,M,1,15.0,Nouvelle-Aquitaine,0,84.9
Berger Allemand,12.8,F,1,31.8,Auvergne-Rhône-Alpes,3,1182.39
Teckel,8.0,F,0,6.9,Auvergne-Rhône-Alpes,4,572.06
Rottweiler,2.3,F,1,42.9,Autres,2,468.96
Labrador,8.0,F,0,30.4,Autres,3,434.25
Husky,0.8,M,0,30.7,Auvergne-Rhône-Alpes,1,201.89
Chihuahua,13.4,M,0,3.0,Auvergne-Rhône-Alpes,1,354.31
Husky,0.9,F,0,24.2,Nouvelle-Aquitaine,2,80.39
Golden Retriever,13.4,M,0,30.8,Autres,2,503.85
Husky,3.0,F,0,25.8,Occitanie,0,320.55
Golden Retriever,7.4,F,0,35.2,Auvergne-Rhône-Alpes,3,351.12
Teckel,11.4,F,1,9.1,Auvergne-Rhône-Alpes,0,1287.23
Beagle,10.4,M,1,16.6,Île-de-France,1,474.21
Caniche,1.8,M,1,10.6,Nouvelle-Aquitaine,2,330.79
Husky,2.5,M,0,36.6,Île-de-France,0,1138.76
Beagle,9.8,F,0,11.7,Hauts-de-France,4,295.87
Labrador,1.0,M,1,30.6,Nouvelle-Aquitaine,3,879.48
Golden Retriever,3.7,F,0,23.2,Nouvelle-Aquitaine,1,101.45
Caniche,7.7,F,1,8.5,Île-de-France,1,133.65
Berger Allemand,0.7,F,1,36.3,Hauts-de-France,0,205.03
Husky,10.7,F,1,23.2,Auvergne-Rhône-Alpes,1,342.61
Berger Allemand,6.6,F,1,29.6,Auvergne-Rhône-Alpes,1,666.27
Labrador,5.6,F,1,33.1,Île-de-France,1,540.42
Bouledogue français,12.8,F,1,10.0,Autres,2,131.62
Chihuahua,14.0,F,1,3.8,Nouvelle-Aquitaine,1,247.92
Labrador,5.6,M,1,28.2,Nouvelle-Aquitaine,1,1161.8
Croisé,0.8,M,1,21.2,Occitanie,3,857.25
Berger Allemand,11.2,M,0,35.3,Auvergne-Rhône-Alpes,1,1306.04
Rottweiler,14.3,F,1,46.0,Hauts-de-France,1,108.76
Chihuahua,10.5,M,1,2.5,Auvergne-Rhône-Alpes,0,517.83
Bouledogue français,5.2,M,1,15.6,Hauts-de-France,2,223.48
Golden Retriever,9.8,F,1,32.8,Autres,2,221.94
Yorkshire,6.5,M,1,3.7,Hauts-de-France,3,60.56
Husky,11.4,F,1,26.7,Hauts-de-France,1,313.41
Bouledogue français,12.6,M,0,14.3,Île-de-France,0,263.3
Yorkshire,12.1,M,1,4.4,Hauts-de-France,3,309.18
Chihuahua,2.1,F,0,3.1,Hauts-de-France,1,81.32
Rottweiler,4.9,F,1,40.0,Hauts-de-France,3,814.94
Beagle,2.8,F,0,15.5,Hauts-de-France,2,33.91
Labrador,7.4,M,1,21.5,Île-de-France,1,282.93
Beagle,14.8,F,1,12.6,Autres,2,58.73
Golden Retriever,13.9,F,0,37.5,Autres,1,154.3
Croisé,4.2,F,0,22.2,Île-de-France,0,533.99
Golden Retriever,12.6,M,1,30.6,Occitanie,3,791.64
Yorkshire,0.9,M,0,3.1,Hauts-de-France,1,145.13
Caniche,14.4,M,1,10.5,Auvergne-Rhône-Alpes,2,749.94
Labrador,12.5,F,0,29.8,Hauts-de-France,1,692.77
Caniche,1.1,F,0,9.1,Nouvelle-Aquitaine,0,267.11
Beagle,4.4,F,0,19.2,Hauts-de-France,2,1074.83
Teckel,4.0,M,1,7.9,Île-de-France,0,488.67
Beagle,5.1,M,0,13.9,Île-de-France,1,115.71
Teckel,1.2,F,0,8.1,Île-de-France,0,163.72
Bouledogue français,1.4,F,1,13.9,Auvergne-Rhône-Alpes,4,157.58
Yorkshire,1.2,M,1,4.0,Nouvelle-Aquitaine,2,117.99
Rottweiler,12.1,F,0,54.1,Occitanie,3,449.62
Berger Allemand,3.9,M,1,38.3,Île-de-France,2,727.1
Bouledogue français,11.3,F,1,9.2,Nouvelle-Aquitaine,6,246.16
Chihuahua,14.1,M,0,3.4,Autres,0,658.28
Teckel,4.8,F,1,9.4,Nouvelle-Aquitaine,1,211.33
Croisé,14.7,F,1,16.6,Auvergne-Rhône-Alpes,1,635.47
Caniche,12.1,M,0,13.0,Île-de-France,3,728.73
Teckel,12.8,M,1,9.1,Île-de-France,3,51.34
Beagle,12.7,F,1,15.8,Occitanie,1,175.45
Bouledogue français,6.6,M,0,14.7,Occitanie,1,380.13
Rottweiler,11.2,M,1,43.1,Nouvelle-Aquitaine,3,70.6
Husky,11.8,M,1,29.9,Nouvelle-Aquitaine,1,136.44
Bouledogue français,5.1,M,1,14.5,Occitanie,2,50.65
Labrador,9.8,F,0,30.8,Nouvelle-Aquitaine,0,522.4
Yorkshire,14.9,F,1,4.7,Occitanie,2,305.83
Beagle,7.4,M,1,14.3,Hauts-de-France,0,136.24
Bouledogue français,0.7,F,1,12.4,Autres,1,340.04
Bouledogue français,14.6,M,1,12.3,Auvergne-Rhône-Alpes,1,360.99
Husky,14.5,M,0,34.5,Auvergne-Rhône-Alpes,1,552.77
Croisé,9.5,M,1,22.2,Occitanie,1,1132.99
Bouledogue français,0.5,M,1,10.2,Auvergne-Rhône-Alpes,2,227.84
Beagle,3.4,F,1,12.5,Île-de-France,2,113.53
Beagle,12.6,F,0,15.1,Nouvelle-Aquitaine,0,292.09
Rottweiler,8.5,F,1,63.1,Hauts-de-France,3,1719.2
Yorkshire,10.4,M,0,4.1,Hauts-de-France,5,540.22
Chihuahua,10.3,M,1,2.9,Autres,1,223.25
Teckel,9.7,M,0,6.3,Autres,2,50.44
Rottweiler,6.1,F,0,44.5,Nouvelle-Aquitaine,2,599.87
Beagle,9.0,F,0,17.8,Autres,3,259.9
Golden Retriever,13.0,F,1,31.6,Île-de-France,1,174.67
Chihuahua,3.6,M,1,3.7,Nouvelle-Aquitaine,2,119.43
Caniche,11.9,M,1,11.9,Auvergne-Rhône-Alpes,2,183.79
Chihuahua,11.0,F,1,2.9,Occitanie,4,260.85
Rottweiler,9.0,F,0,53.8,Île-de-France,2,1107.38
Beagle,7.4,M,0,15.1,Nouvelle-Aquitaine,3,500.53
Chihuahua,2.6,F,0,3.6,Autres,2,65.24
Rottweiler,10.6,M,1,44.6,Île-de-France,1,788.76
Husky,14.5,M,1,29.0,Occitanie,2,489.19
Berger Allemand,3.6,F,0,39.9,Nouvelle-Aquitaine,0,412.11
Berger Allemand,13.0,F,0,36.6,Auvergne-Rhône-Alpes,0,298.99
Yorkshire,6.8,F,1,4.0,Occitanie,0,92.26
Rottweiler,3.2,F,0,43.1,Hauts-de-France,1,296.49
Yorkshire,8.4,M,1,4.0,Île-de-France,1,288.13
Golden Retriever,14.9,M,0,30.5,Occitanie,0,703.37
Labrador,3.8,F,0,30.2,Occitanie,1,254.96
Berger Allemand,7.1,M,1,32.6,Hauts-de-France,2,818.63
Chihuahua,13.1,F,1,3.1,Hauts-de-France,0,9.21
Teckel,9.5,M,1,8.0,Nouvelle-Aquitaine,5,208.15
Beagle,2.3,F,1,14.2,Autres,0,260.27
Beagle,1.6,M,0,15.0,Auvergne-Rhône-Alpes,2,64.68
Yorkshire,13.5,F,1,4.3,Île-de-France,1,444.89
Rottweiler,1.7,M,1,52.8,Île-de-France,0,716.32
Labrador,10.8,M,1,27.6,Île-de-France,0,332.59
Caniche,7.1,M,0,8.6,Occitanie,4,264.1
Caniche,4.7,M,1,10.8,Hauts-de-France,2,308.44
Teckel,6.2,F,1,8.8,Île-de-France,1,94.59
Yorkshire,12.0,M,1,4.5,Nouvelle-Aquitaine,4,271.92
Labrador,6.1,F,0,36.2,Auvergne-Rhône-Alpes,1,328.72
Caniche,14.4,F,0,9.8,Occitanie,3,463.16
Teckel,5.2,M,1,6.8,Auvergne-Rhône-Alpes,0,185.14
Rottweiler,10.3,F,1,43.2,Hauts-de-France,5,223.31
Golden Retriever,6.1,M,0,26.0,Autres,2,453.62
Teckel,14.2,M,1,8.4,Île-de-France,0,158.4
Caniche,12.4,M,0,11.4,Île-de-France,2,492.08
Husky,14.1,F,0,24.5,Nouvelle-Aquitaine,4,729.55
Croisé,14.2,F,1,17.3,Île-de-France,7,296.5
Berger Allemand,10.7,F,1,34.1,Nouvelle-Aquitaine,3,445.84
Croisé,2.6,F,1,14.9,Hauts-de-France,0,272.31
Rottweiler,0.9,M,1,49.4,Nouvelle-Aquitaine,0,512.22
Caniche,5.7,F,1,9.4,Autres,1,379.66
Rottweiler,3.8,M,1,47.1,Nouvelle-Aquitaine,1,884.73
Labrador,5.9,F,1,28.5,Hauts-de-France,0,325.47
Labrador,12.6,F,1,21.0,Hauts-de-France,6,196.87
Bouledogue français,6.5,M,1,13.1,Occitanie,0,360.12
Rottweiler,8.0,F,0,48.7,Autres,1,1824.91
Bouledogue français,5.2,F,1,10.6,Occitanie,1,52.19
Bouledogue français,1.1,F,1,12.4,Hauts-de-France,3,116.73
Caniche,6.9,M,0,7.8,Hauts-de-France,1,271.62
Rottweiler,8.5,M,1,41.6,Occitanie,3,28.77
Husky,5.7,F,0,22.2,Île-de-France,3,326.86
Berger Allemand,9.2,M,1,38.7,Île-de-France,1,59.15
Bouledogue français,7.8,M,0,13.4,Autres,1,580.52
Yorkshire,10.3,M,1,4.5,Hauts-de-France,1,207.27
Teckel,10.2,F,0,8.6,Occitanie,0,102.56
Rottweiler,0.5,F,1,38.5,Nouvelle-Aquitaine,0,751.0
Teckel,5.1,F,1,7.5,Île-de-France,0,578.6
Yorkshire,13.8,M,1,4.0,Autres,3,187.53
Yorkshire,12.7,F,1,4.1,Autres,1,178.68
Berger Allemand,2.9,M,0,27.4,Île-de-France,3,388.51
Bouledogue français,2.5,M,0,15.9,Autres,0,189.04
Husky,6.1,M,1,27.7,Autres,0,819.58
Teckel,2.0,F,1,6.8,Autres,1,137.63
Bouledogue français,7.9,M,0,10.7,Hauts-de-France,0,619.97
Caniche,6.7,F,1,12.3,Auvergne-Rhône-Alpes,1,111.36
Beagle,12.0,F,1,19.1,Auvergne-Rhône-Alpes,5,225.27
Chihuahua,1.1,F,1,3.3,Nouvelle-Aquitaine,3,27.88
Golden Retriever,7.8,F,1,29.2,Occitanie,5,513.13
Croisé,11.8,F,0,19.8,Autres,1,225.61
Beagle,11.6,M,1,13.6,Autres,0,270.78
Rottweiler,2.7,M,1,42.6,Auvergne-Rhône-Alpes,3,816.11
Chihuahua,3.5,F,1,3.6,Île-de-France,2,238.26
Bouledogue français,1.7,F,0,12.9,Nouvelle-Aquitaine,0,272.76
Chihuahua,10.0,F,1,2.3,Nouvelle-Aquitaine,0,399.44
Caniche,3.0,F,0,11.6,Auvergne-Rhône-Alpes,5,168.9
Berger Allemand,8.7,F,1,54.6,Hauts-de-France,7,173.53
Teckel,14.0,M,0,7.7,Autres,2,132.38
Berger Allemand,4.1,F,0,38.4,Nouvelle-Aquitaine,1,532.85
Berger Allemand,9.8,F,1,33.9,Hauts-de-France,4,412.17
Rottweiler,6.5,F,1,43.5,Île-de-France,1,168.44
Labrador,11.3,M,1,21.7,Île-de-France,1,560.02
Husky,13.0,M,1,29.9,Hauts-de-France,3,467.24
Chihuahua,2.4,M,0,2.6,Auvergne-Rhône-Alpes,0,102.83
Rottweiler,11.7,M,1,48.7,Auvergne-Rhône-Alpes,5,958.16
Berger Allemand,14.0,M,1,31.6,Île-de-France,2,128.93
Husky,7.8,F,1,26.8,Hauts-de-France,2,880.69
Rottweiler,7.0,F,1,46.8,Nouvelle-Aquitaine,1,1150.99
Bouledogue français,12.4,F,1,8.6,Hauts-de-France,2,754.95
Teckel,7.3,F,1,8.3,Occitanie,2,405.37
Teckel,14.9,M,1,7.2,Occitanie,4,95.49
Rottweiler,0.6,F,1,47.7,Autres,0,148.0
Yorkshire,8.0,F,1,3.5,Autres,2,237.23
Bouledogue français,2.5,M,1,14.1,Nouvelle-Aquitaine,0,165.72
Yorkshire,6.3,F,1,3.3,Occitanie,0,194.24
Caniche,7.2,F,1,11.2,Autres,1,461.22
Labrador,11.4,F,1,34.7,Occitanie,3,1246.14
Rottweiler,14.7,F,1,42.0,Autres,1,263.8
Golden Retriever,7.2,M,1,34.0,Occitanie,3,1159.42
Yorkshire,2.1,M,1,4.7,Hauts-de-France,4,361.21
Husky,1.0,M,0,33.6,Occitanie,2,377.19
Chihuahua,1.7,M,1,2.9,Autres,0,313.75
Golden Retriever,6.1,F,1,35.9,Occitanie,1,67.58
Beagle,3.9,M,1,15.1,Île-de-France,0,280.55
Labrador,13.4,M,0,30.9,Auvergne-Rhône-Alpes,3,749.46
Golden Retriever,3.7,M,1,36.3,Île-de-France,0,949.8
Bouledogue français,7.1,M,1,10.4,Île-de-France,2,561.78
Berger Allemand,11.8,F,1,40.2,Nouvelle-Aquitaine,2,451.36
Labrador,10.7,F,0,35.6,Occitanie,0,474.93
Yorkshire,15.0,M,1,3.7,Autres,5,250.58
Caniche,1.9,M,0,10.7,Auvergne-Rhône-Alpes,1,470.18
Croisé,3.9,F,0,16.6,Île-de-France,2,427.41
Croisé,8.1,F,0,20.4,Nouvelle-Aquitaine,1,325.54
Chihuahua,11.2,F,0,3.5,Occitanie,2,323.34
Berger Allemand,13.1,F,1,42.2,Nouvelle-Aquitaine,2,617.12
Croisé,10.4,M,0,18.2,Occitanie,1,263.39
Teckel,9.3,M,1,6.8,Occitanie,4,97.42
Yorkshire,2.4,M,1,4.5,Auvergne-Rhône-Alpes,2,170.43
Rottweiler,12.3,M,0,43.8,Île-de-France,3,201.49
Husky,5.6,F,0,30.0,Nouvelle-Aquitaine,1,102.0
Berger Allemand,2.6,F,1,33.4,Occitanie,2,280.38
Caniche,4.2,F,1,9.8,Autres,1,18.12
Bouledogue français,7.0,M,0,10.0,Île-de-France,3,612.72
Beagle,9.7,M,1,13.3,Auvergne-Rhône-Alpes,2,96.23
Croisé,14.5,F,1,16.0,Occitanie,1,174.59
Bouledogue français,1.0,M,0,13.7,Occitanie,1,73.57
Chihuahua,3.5,M,0,3.0,Hauts-de-France,1,112.71
Labrador,9.9,M,0,22.6,Auvergne-Rhône-Alpes,2,349.66
Rottweiler,11.3,F,0,38.6,Auvergne-Rhône-Alpes,5,329.69
Bouledogue français,14.2,F,1,13.0,Occitanie,0,174.72
Labrador,2.3,F,1,27.6,Hauts-de-France,0,59.9
Berger Allemand,8.0,F,0,28.0,Hauts-de-France,3,1004.46
Teckel,11.2,M,0,6.7,Auvergne-Rhône-Alpes,2,246.96
Teckel,6.7,F,0,7.3,Occitanie,1,163.35
Chihuahua,2.3,M,1,2.1,Autres,1,199.1
Husky,2.0,M,1,25.5,Occitanie,0,338.27
Teckel,6.7,F,1,7.4,Île-de-France,1,231.69
Caniche,1.8,F,0,7.8,Nouvelle-Aquitaine,1,87.03
Labrador,1.7,F,1,33.0,Auvergne-Rhône-Alpes,0,122.17
Croisé,11.4,F,1,18.4,Occitanie,2,92.65
Husky,4.5,F,1,22.0,Nouvelle-Aquitaine,2,834.05
Teckel,5.7,F,1,8.6,Île-de-France,2,449.59
Caniche,10.1,F,0,12.2,Occitanie,1,364.63
Croisé,6.0,M,1,22.1,Île-de-France,1,150.68
Yorkshire,4.1,F,0,3.8,Occitanie,2,90.07
Golden Retriever,1.3,M,0,34.1,Hauts-de-France,0,469.17
Caniche,2.6,F,1,10.2,Autres,3,246.6
Rottweiler,9.9,M,0,43.3,Autres,0,642.81
Yorkshire,7.1,M,1,4.2,Île-de-France,1,948.34
Husky,7.0,M,1,25.5,Hauts-de-France,4,486.06
Yorkshire,7.4,F,0,2.9,Nouvelle-Aquitaine,1,504.27
Teckel,7.1,M,1,7.3,Hauts-de-France,3,553.62
Husky,11.6,M,1,30.5,Hauts-de-France,2,508.55
Bouledogue français,11.2,F,0,8.5,Autres,3,39.57
Beagle,9.0,F,1,19.2,Hauts-de-France,0,657.48
Chihuahua,7.4,M,1,2.5,Île-de-France,1,241.06
Labrador,12.7,M,0,29.7,Auvergne-Rhône-Alpes,0,319.86
Yorkshire,8.0,M,1,3.9,Nouvelle-Aquitaine,3,272.61
Caniche,11.3,M,1,10.8,Occitanie,1,26.39
Berger Allemand,10.4,M,1,34.8,Hauts-de-France,2,1124.99
Chihuahua,9.6,F,1,2.7,Île-de-France,0,54.29
Rottweiler,10.1,F,0,49.7,Occitanie,2,741.68
Labrador,3.7,M,1,23.4,Autres,1,512.91
Yorkshire,14.6,F,0,5.0,Auvergne-Rhône-Alpes,3,201.95
Labrador,10.4,F,1,23.5,Hauts-de-France,2,291.09
Golden Retriever,7.3,M,1,35.8,Île-de-France,2,1993.98
Berger Allemand,3.1,M,0,40.0,Hauts-de-France,0,344.21
Husky,13.4,F,0,18.7,Occitanie,5,276.43
Labrador,6.5,M,0,23.4,Île-de-France,4,118.73
Husky,11.5,M,0,30.9,Île-de-France,1,498.16
Caniche,8.8,M,1,10.0,Occitanie,0,271.65
Golden Retriever,13.2,M,1,35.8,Autres,1,139.35
Golden Retriever,3.5,F,1,29.6,Île-de-France,2,862.37
Chihuahua,2.0,M,1,2.9,Hauts-de-France,1,134.14
Croisé,14.9,F,1,20.4,Auvergne-Rhône-Alpes,1,419.8
Labrador,7.7,F,1,33.3,Nouvelle-Aquitaine,2,129.04
Husky,2.8,F,0,28.2,Hauts-de-France,1,729.09
Husky,7.4,F,1,35.5,Nouvelle-Aquitaine,2,593.3
Chihuahua,7.4,F,1,2.8,Autres,0,88.21
Berger Allemand,4.9,M,1,38.1,Auvergne-Rhône-Alpes,3,837.35
Berger Allemand,7.8,M,0,42.6,Nouvelle-Aquitaine,0,212.36
Caniche,4.4,F,1,9.2,Autres,2,531.96
Golden Retriever,14.7,M,0,35.9,Hauts-de-France,1,1128.01
Caniche,10.8,M,0,12.3,Nouvelle-Aquitaine,3,436.74
Teckel,10.1,M,0,8.5,Autres,2,214.46
Yorkshire,3.9,M,1,4.8,Occitanie,0,157.06
Yorkshire,11.5,F,1,3.8,Nouvelle-Aquitaine,0,109.19
Teckel,11.4,M,0,7.4,Hauts-de-France,0,160.64
Golden Retriever,7.8,F,0,39.4,Nouvelle-Aquitaine,1,841.4
Croisé,4.3,F,1,16.9,Auvergne-Rhône-Alpes,0,203.39
Golden Retriever,7.2,M,0,32.0,Île-de-France,4,347.06
Teckel,2.2,F,1,6.7,Auvergne-Rhône-Alpes,1,237.1
Berger Allemand,6.0,F,1,33.2,Autres,1,198.29
Teckel,4.1,F,1,7.5,Hauts-de-France,1,235.47
Labrador,13.1,F,1,28.5,Auvergne-Rhône-Alpes,2,256.22
Husky,11.0,F,1,22.9,Occitanie,2,218.92
Berger Allemand,1.2,F,1,38.5,Île-de-France,1,555.17
Berger Allemand,14.6,M,1,37.2,Occitanie,1,114.01
